# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
204.983,442.455,-12.888,57.118,12.891,57.131,-237.357,0.049,237.357,179.988,1.958,1.248,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.038,3.071e6,0,1949.118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.198,12.124,961.355,338.646,0.002,0.237
204.985,442.434,-12.793,56.142,12.795,56.155,-237.36,0.049,237.36,179.988,1.96,1.237,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.038,3.048e6,0,1920.691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.2,12.124,961.357,338.646,0.002,0.237
204.986,442.411,-12.696,55.166,12.698,55.18,-237.364,0.049,237.364,179.988,1.962,1.226,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.038,3.025e6,0,1892.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.202,12.124,961.36,338.646,0.002,0.237
204.988,442.389,-12.599,54.191,12.601,54.204,-237.367,0.049,237.367,179.988,1.965,1.215,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.037,3.002e6,0,1863.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.204,12.124,961.363,338.646,0.002,0.237
204.99,442.366,-12.501,53.216,12.504,53.23,-237.371,0.049,237.371,179.988,1.967,1.205,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.037,2.979e6,0,1835.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.206,12.124,961.365,338.646,0.002,0.237
204.992,442.342,-12.403,52.242,12.405,52.255,-237.375,0.049,237.375,179.988,1.969,1.194,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.037,2.955e6,0,1807.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.208,12.125,961.368,338.646,0.002,0.237
204.994,442.318,-12.303,51.268,12.306,51.281,-237.378,0.049,237.378,179.988,1.971,1.183,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.037,2.932e6,0,1778.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.21,12.125,961.371,338.647,0.002,0.237
204.996,442.294,-12.203,50.294,12.206,50.308,-237.382,0.049,237.382,179.988,1.974,1.173,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.036,2.908e6,0,1750.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.212,12.125,961.373,338.647,0.002,0.237
204.998,442.269,-12.102,49.321,12.105,49.335,-237.386,0.049,237.386,179.988,1.976,1.162,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.036,2.884e6,0,1722.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.214,12.125,961.376,338.647,0.002,0.238
205,442.244,-12.001,48.348,12.003,48.362,-237.391,0.049,237.391,179.988,1.978,1.151,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.036,2.86e6,0,1693.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.216,12.125,961.379,338.647,0.002,0.238
205.002,442.218,-11.898,47.376,11.901,47.39,-237.395,0.049,237.395,179.988,1.981,1.141,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.035,2.835e6,0,1665.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.218,12.125,961.382,338.647,0.002,0.238
205.004,442.191,-11.795,46.405,11.797,46.419,-237.399,0.049,237.399,179.988,1.983,1.14,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.035,2.811e6,0,1637.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.223,12.126,961.385,338.647,0.002,0.238
205.007,442.164,-11.691,45.434,11.693,45.448,-237.404,0.049,237.404,179.988,1.986,1.138,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.035,2.786e6,0,1608.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.227,12.126,961.388,338.647,0.002,0.238
205.009,442.137,-11.586,44.464,11.588,44.478,-237.408,0.049,237.408,179.988,1.989,1.137,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.035,2.761e6,0,1580.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.231,12.126,961.392,338.647,0.002,0.238
205.011,442.109,-11.48,43.494,11.483,43.508,-237.413,0.049,237.413,179.988,1.992,1.136,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.034,2.736e6,0,1552.319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.236,12.126,961.395,338.647,0.002,0.238
205.014,442.08,-11.373,42.524,11.376,42.539,-237.418,0.049,237.418,179.988,1.994,1.135,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.034,2.71e6,0,1524.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.241,12.126,961.398,338.647,0.003,0.238
205.017,442.051,-11.265,41.556,11.268,41.571,-237.424,0.049,237.424,179.988,1.997,1.134,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.034,2.685e6,0,1495.885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.246,12.126,961.401,338.648,0.003,0.238
205.019,442.021,-11.157,40.588,11.159,40.603,-237.429,0.049,237.429,179.988,2,1.133,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.033,2.659e6,0,1467.696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.251,12.127,961.405,338.648,0.003,0.238
205.022,441.99,-11.047,39.62,11.05,39.636,-237.434,0.049,237.434,179.988,2.003,1.132,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.033,2.633e6,0,1439.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.256,12.127,961.408,338.648,0.003,0.238
205.025,441.959,-10.936,38.654,10.939,38.67,-237.44,0.049,237.44,179.988,2.007,1.131,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.033,2.606e6,0,1411.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.262,12.127,961.412,338.648,0.003,0.238
205.028,441.926,-10.824,37.688,10.827,37.705,-237.446,0.049,237.446,179.988,2.01,1.13,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.032,2.58e6,0,1383.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.267,12.127,961.416,338.648,0.003,0.238
205.031,441.893,-10.711,36.723,10.715,36.74,-237.452,0.049,237.452,179.988,2.014,1.129,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.032,2.553e6,0,1355.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.273,12.127,961.419,338.648,0.003,0.238
205.034,441.859,-10.597,35.758,10.601,35.776,-237.459,0.049,237.459,179.988,2.017,1.128,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.032,2.526e6,0,1327.071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.279,12.128,961.423,338.648,0.003,0.239
205.037,441.824,-10.482,34.795,10.486,34.813,-237.465,0.049,237.465,179.988,2.021,1.128,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.031,2.498e6,0,1299.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.285,12.128,961.427,338.648,0.003,0.239
205.041,441.789,-10.366,33.832,10.369,33.851,-237.472,0.049,237.472,179.988,2.025,1.127,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.031,2.47e6,0,1270.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.292,12.128,961.431,338.649,0.003,0.239
205.044,441.752,-10.249,32.871,10.252,32.89,-237.48,0.049,237.48,179.988,2.029,1.126,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.031,2.443e6,0,1242.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.299,12.128,961.436,338.649,0.004,0.239
205.048,441.714,-10.13,31.91,10.134,31.93,-237.487,0.049,237.487,179.988,2.033,1.126,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.03,2.414e6,0,1215.018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.306,12.129,961.44,338.649,0.004,0.239
205.052,441.675,-10.01,30.95,10.014,30.971,-237.495,0.049,237.495,179.988,2.037,1.126,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.03,2.386e6,0,1187.078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.313,12.129,961.444,338.649,0.004,0.239
205.056,441.635,-9.889,29.991,9.892,30.012,-237.503,0.049,237.503,179.988,2.042,1.108,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.03,2.357e6,0,1159.141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.316,12.129,961.449,338.649,0.004,0.239
205.06,441.593,-9.766,29.033,9.77,29.053,-237.512,0.049,237.512,179.988,2.046,1.074,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.029,2.328e6,0,1131.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.316,12.129,961.454,338.649,0.004,0.239
205.065,441.55,-9.642,28.078,9.646,28.097,-237.521,0.049,237.521,179.988,2.051,1.04,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.029,2.298e6,0,1103.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.315,12.13,961.459,338.649,0.004,0.239
205.069,441.506,-9.517,27.123,9.521,27.142,-237.53,0.049,237.53,179.988,2.056,1.007,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.028,2.268e6,0,1075.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.314,12.13,961.464,338.65,0.005,0.239
205.074,441.46,-9.39,26.17,9.394,26.189,-237.54,0.049,237.54,179.988,2.06,0.973,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.028,2.238e6,0,1047.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.313,12.13,961.469,338.65,0.005,0.239
205.079,441.413,-9.262,25.219,9.265,25.236,-237.551,0.049,237.551,179.988,2.065,0.939,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.028,2.207e6,0,1020.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.312,12.131,961.474,338.65,0.005,0.239
205.085,441.364,-9.132,24.269,9.135,24.286,-237.562,0.049,237.562,179.988,2.07,0.905,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.027,2.177e6,0,992.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.312,12.131,961.48,338.65,0.005,0.239
205.09,441.312,-9.001,23.32,9.004,23.337,-237.574,0.049,237.574,179.988,2.075,0.872,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.027,2.145e6,0,964.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.311,12.131,961.485,338.65,0.006,0.24
205.096,441.259,-8.868,22.374,8.87,22.389,-237.586,0.049,237.586,179.988,2.08,0.838,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.027,2.113e6,0,937.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.31,12.131,961.491,338.651,0.006,0.24
205.103,441.204,-8.733,21.429,8.735,21.444,-237.599,0.049,237.599,179.988,2.085,0.804,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.026,2.081e6,0,909.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.309,12.132,961.498,338.651,0.006,0.24
205.109,441.146,-8.596,20.487,8.599,20.502,-237.613,0.049,237.613,179.988,2.09,0.798,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.026,2.049e6,0,882.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.315,12.132,961.504,338.651,0.007,0.24
205.116,441.085,-8.457,19.547,8.46,19.565,-237.628,0.049,237.628,179.988,2.096,0.834,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.025,2.016e6,0,854.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.335,12.133,961.511,338.651,0.007,0.24
205.124,441.022,-8.316,18.609,8.32,18.629,-237.644,0.049,237.644,179.988,2.103,0.87,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.025,1.982e6,0,827.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.355,12.133,961.518,338.651,0.008,0.24
205.132,440.955,-8.173,17.673,8.178,17.696,-237.661,0.049,237.661,179.988,2.11,0.907,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.025,1.948e6,0,800.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.378,12.133,961.526,338.652,0.008,0.24
205.141,440.885,-8.028,16.74,8.033,16.767,-237.679,0.049,237.679,179.988,2.118,0.944,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.024,1.914e6,0,773.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.401,12.134,961.533,338.652,0.009,0.24
205.15,440.811,-7.881,15.811,7.887,15.841,-237.699,0.049,237.699,179.988,2.127,0.981,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.024,1.879e6,0,746.214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.426,12.134,961.542,338.652,0.009,0.24
205.16,440.733,-7.732,14.884,7.738,14.919,-237.72,0.049,237.72,179.988,2.138,1.02,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.023,1.844e6,0,719.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.453,12.135,961.55,338.653,0.01,0.24
205.171,440.651,-7.582,13.955,7.588,13.985,-237.743,0.049,237.743,179.988,2.147,0.911,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.023,1.808e6,0,692.136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.435,12.135,961.559,338.653,0.011,0.24
205.182,440.563,-7.43,13.042,7.434,13.067,-237.768,0.049,237.768,179.988,2.157,0.802,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.022,1.771e6,0,665.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.414,12.136,961.569,338.653,0.012,0.24
205.195,440.47,-7.275,12.133,7.279,12.152,-237.796,0.049,237.796,179.988,2.166,0.693,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.022,1.734e6,0,638.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.392,12.136,961.579,338.654,0.013,0.241
205.209,440.369,-7.119,11.228,7.121,11.243,-237.826,0.049,237.826,179.988,2.174,0.582,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.021,1.697e6,0,612.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.836e-4,NaN,NaN,NaN,NaN,2.367,12.137,961.59,338.654,0.014,0.241
205.225,440.259,-6.957,10.332,6.96,10.349,-237.86,0.049,237.86,179.988,2.183,0.592,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.021,1.658e6,0,586.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.65e-4,NaN,NaN,NaN,NaN,2.383,12.138,961.602,338.654,0.016,0.241
205.242,440.14,-6.794,9.435,6.798,9.459,-237.898,0.049,237.898,179.988,2.195,0.674,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.021,1.62e6,0,560.314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.46e-4,NaN,NaN,NaN,NaN,2.427,12.138,961.615,338.655,0.017,0.241
205.261,440.01,-6.628,8.547,6.633,8.581,-237.941,0.049,237.941,179.988,2.209,0.758,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.02,1.581e6,0,534.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.269e-4,NaN,NaN,NaN,NaN,2.476,12.139,961.629,338.655,0.019,0.241
205.283,439.866,-6.459,7.666,6.466,7.707,-237.99,0.049,237.99,179.988,2.227,0.796,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.02,1.541e6,0,508.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.077e-4,NaN,NaN,NaN,NaN,2.512,12.14,961.644,338.656,0.022,0.241
205.309,439.705,-6.289,6.791,6.295,6.837,-238.046,0.049,238.046,179.988,2.247,0.798,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.019,1.5e6,0,483.509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.885e-4,NaN,NaN,NaN,NaN,2.538,12.141,961.661,338.656,0.025,0.241
205.337,439.526,-6.117,5.924,6.123,5.967,-238.111,0.049,238.111,179.988,2.267,0.714,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.019,1.459e6,0,458.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.693e-4,NaN,NaN,NaN,NaN,2.533,12.142,961.68,338.657,0.029,0.241
205.37,439.331,-5.954,5.072,5.956,5.092,-238.185,0.049,238.185,179.988,2.282,0.445,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.018,1.419e6,0,433.087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.502e-4,NaN,NaN,NaN,NaN,2.451,12.143,961.701,338.658,0.032,0.241
205.41,439.093,-5.78,4.284,5.781,4.297,-238.278,0.049,238.278,179.988,2.295,0.334,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.018,1.378e6,0,410.058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.317e-4,NaN,NaN,NaN,NaN,2.423,12.144,961.724,338.658,0.041,0.241
205.46,438.808,-5.605,3.474,5.607,3.489,-238.393,0.049,238.393,179.988,2.312,0.324,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.017,1.336e6,0,386.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.122e-4,NaN,NaN,NaN,NaN,2.437,12.146,961.752,338.659,0.05,0.241
205.524,438.456,-5.434,2.688,5.436,2.712,-238.541,0.049,238.541,179.988,2.334,0.354,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.017,1.295e6,0,363.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.929e-4,NaN,NaN,NaN,NaN,2.471,12.148,961.785,338.66,0.064,0.241
205.609,438.001,-5.269,1.939,5.271,1.979,-238.741,0.049,238.741,179.988,2.368,0.395,28.61,-80.602,9.791,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.016,1.256e6,0,341.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.746e-4,NaN,NaN,NaN,NaN,2.517,12.15,961.826,338.662,0.085,0.241
