# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
9.114,1866.224,192.719,-16.435,192.786,16.435,41.733,0.006,41.733,0.009,5.085,0.096,28.61,-80.6,9.786,0.11,0,-5.489e-4,-7.348e-7,2.913e4,4891.737,27.361,0.106,251.901,208.028,2.72,0.579,4.099e7,0,193.57,0.499,0.499,0.314,0.022,0.164,0.013,0.037,-2.707e-4,0,0,0,0,-2.875e-6,0.025,16.129,204.317,87.84,0.018,1.814,2.87,808.492,333.038,0.05,0.087
9.164,1875.839,191.899,-16.367,191.966,16.367,41.987,0.006,41.987,0.009,5.08,0.101,28.61,-80.6,9.786,0.107,0,1.536e-4,1.514e-6,2.913e4,4891.737,27.361,0.106,251.902,208.028,2.72,0.577,4.078e7,0,191.593,0.499,0.499,0.314,0.022,0.163,0.013,0.036,-2.582e-4,0,0,0,0,2.271e-7,0.025,16.129,204.317,87.836,0.021,1.81,2.807,807.519,333,0.05,0.088
9.214,1885.414,191.083,-16.297,191.15,16.298,42.241,0.007,42.241,0.009,5.074,0.17,28.61,-80.6,9.786,0.063,0,6.733e-4,7.36e-6,2.913e4,4891.737,27.361,0.106,252.089,208.028,2.732,0.574,4.057e7,0,189.643,0.499,0.499,0.314,0.022,0.163,0.008,0.02,1.088e-4,0,0,0,0,4.4e-6,0.024,16.129,204.317,87.844,0.024,1.911,2.745,806.55,332.962,0.05,0.088
9.264,1894.948,190.269,-16.228,190.337,16.23,42.494,0.007,42.494,0.009,5.063,0.253,28.61,-80.6,9.786,0.008,0,8.222e-4,4.873e-5,2.913e4,4891.737,27.361,0.106,252.409,208.028,2.752,0.572,4.037e7,0,187.718,0.498,0.498,0.314,0.022,0.163,9.788e-4,0.003,2.488e-5,0,0,0,0,6.616e-6,0.024,16.129,204.317,87.858,0.026,2.028,2.683,805.585,332.925,0.05,0.089
9.314,1904.441,189.46,-16.161,189.527,16.164,42.747,0.007,42.747,0.009,5.05,0.286,28.61,-80.6,9.786,0.016,0,-8.308e-4,1.84e-5,2.913e4,4891.737,27.361,0.106,252.181,208.028,2.737,0.57,4.017e7,0,185.808,0.498,0.498,0.314,0.021,0.162,0.002,0.005,2.946e-5,0,0,0,0,-6.813e-6,0.024,16.129,204.317,87.873,0.028,2.039,2.621,804.624,332.887,0.05,0.089
9.364,1913.894,188.653,-16.095,188.72,16.098,42.999,0.007,42.999,0.009,5.034,0.304,28.61,-80.6,9.786,0.031,0,-6.343e-4,1.569e-5,2.913e4,4891.737,27.361,0.106,252.133,208.028,2.734,0.567,3.996e7,0,183.917,0.497,0.497,0.314,0.021,0.162,0.004,0.011,6.445e-5,0,0,0,0,-4.006e-6,0.024,16.129,204.317,87.887,0.029,2.028,2.56,803.667,332.85,0.05,0.089
9.414,1923.306,187.85,-16.032,187.917,16.034,43.25,0.007,43.25,0.009,5.02,0.279,28.61,-80.6,9.786,0.017,0,-5.755e-4,1.464e-5,2.913e4,4891.737,27.361,0.106,252.151,208.028,2.736,0.565,3.976e7,0,182.039,0.497,0.497,0.314,0.021,0.161,0.002,0.005,-1.689e-5,0,0,0,0,-3.325e-6,0.024,16.129,204.317,87.898,0.03,1.93,2.499,802.715,332.813,0.05,0.09
9.464,1932.679,187.05,-15.967,187.117,15.97,43.501,0.007,43.501,0.009,5.005,0.305,28.61,-80.6,9.786,0.036,0,-3.792e-4,4.441e-6,2.913e4,4891.737,27.361,0.106,252.091,208.028,2.732,0.562,3.956e7,0,180.192,0.497,0.497,0.315,0.021,0.161,0.004,0.012,4.203e-4,0,0,0,0,-1.456e-6,0.024,16.129,204.317,87.906,0.029,1.952,2.438,801.766,332.776,0.05,0.09
9.514,1942.011,186.253,-15.904,186.32,15.907,43.751,0.007,43.751,0.009,4.99,0.307,28.61,-80.6,9.786,0.04,0,-1.902e-4,-3.492e-6,2.913e4,4891.737,27.361,0.106,252.075,208.028,2.731,0.56,3.936e7,0,178.362,0.496,0.496,0.315,0.021,0.161,0.005,0.013,1.845e-4,0,0,0,0,-3.694e-7,0.024,16.129,204.317,87.911,0.028,1.932,2.377,800.821,332.739,0.05,0.09
9.564,1951.304,185.46,-15.842,185.526,15.845,44,0.007,44,0.009,4.975,0.311,28.61,-80.6,9.786,0.045,0,6.158e-5,-7.557e-7,2.913e4,4891.737,27.361,0.106,252.046,208.028,2.729,0.558,3.916e7,0,176.552,0.496,0.496,0.315,0.021,0.16,0.005,0.015,-4.192e-4,0,0,0,0,3.906e-8,0.024,16.129,204.317,87.913,0.027,1.93,2.317,799.881,332.703,0.05,0.091
9.614,1960.557,184.669,-15.781,184.736,15.784,44.248,0.007,44.248,0.009,4.959,0.295,28.61,-80.6,9.786,0.035,0,3.016e-4,8.795e-7,2.913e4,4891.737,27.361,0.106,252.075,208.028,2.731,0.556,3.897e7,0,174.759,0.496,0.496,0.315,0.021,0.16,0.004,0.012,3.269e-4,0,0,0,0,9.452e-7,0.024,16.129,204.317,87.909,0.025,1.897,2.256,798.944,332.666,0.05,0.091
9.664,1969.771,183.882,-15.72,183.948,15.723,44.496,0.007,44.496,0.009,4.945,0.282,28.61,-80.6,9.786,0.028,0,4.135e-4,-7.577e-6,2.913e4,4891.737,27.361,0.106,252.092,208.028,2.732,0.553,3.877e7,0,172.986,0.495,0.495,0.315,0.021,0.16,0.003,0.009,-3.002e-5,0,0,0,0,1.792e-6,0.024,16.129,204.317,87.903,0.024,1.879,2.196,798.012,332.63,0.05,0.091
9.714,1978.946,183.097,-15.66,183.163,15.663,44.743,0.007,44.743,0.01,4.93,0.294,28.61,-80.6,9.786,0.038,0,6.757e-4,-2.572e-6,2.913e4,4891.737,27.361,0.106,252.045,208.028,2.729,0.551,3.857e7,0,171.238,0.495,0.495,0.315,0.021,0.159,0.005,0.013,-3.334e-5,0,0,0,0,4.826e-6,0.023,16.129,204.317,87.893,0.023,1.928,2.137,797.083,332.594,0.05,0.092
9.764,1988.081,182.316,-15.602,182.382,15.604,44.989,0.008,44.989,0.01,4.917,0.241,28.61,-80.6,9.786,0.001,0,7.108e-4,-7.391e-5,2.913e4,4891.737,27.361,0.106,251.959,208.028,2.724,0.549,3.838e7,0,169.497,0.495,0.495,0.315,0.02,0.159,1.811e-4,4.824e-4,-1.654e-4,0,0,0,0,5.385e-6,0.023,16.129,204.317,87.88,0.022,1.834,2.077,796.159,332.558,0.05,0.092
9.814,1997.177,181.537,-15.543,181.603,15.545,45.235,0.008,45.235,0.01,4.905,0.247,28.61,-80.6,9.786,0.006,0,7.317e-4,-6.365e-6,2.913e4,4891.737,27.361,0.106,252.145,208.028,2.735,0.546,3.819e7,0,167.785,0.494,0.494,0.315,0.02,0.159,7.723e-4,0.002,3.684e-5,0,0,0,0,5.755e-6,0.023,16.129,204.317,87.867,0.02,1.876,2.018,795.238,332.522,0.05,0.092
9.864,2006.235,180.761,-15.484,180.827,15.487,45.48,0.008,45.48,0.01,4.892,0.263,28.61,-80.6,9.786,0.018,0,8.265e-4,6.993e-6,2.913e4,4891.737,27.361,0.106,252.108,208.028,2.733,0.544,3.8e7,0,166.099,0.494,0.494,0.315,0.02,0.158,0.002,0.006,-4.909e-4,0,0,0,0,7.407e-6,0.023,16.129,204.317,87.853,0.018,1.943,1.959,794.352,332.486,0.05,0.093
9.914,2015.253,179.988,-15.427,180.055,15.429,45.724,0.008,45.724,0.01,4.88,0.258,28.61,-80.6,9.786,0.016,0,8.864e-4,6.683e-6,2.913e4,4891.737,27.361,0.106,252.127,208.028,2.734,0.542,3.781e7,0,164.431,0.494,0.494,0.315,0.02,0.158,0.002,0.006,-1.073e-5,0,0,0,0,8.593e-6,0.023,16.129,204.317,87.838,0.015,1.966,1.901,793.484,332.451,0.05,0.093
9.964,2024.234,179.219,-15.371,179.285,15.373,45.968,0.008,45.968,0.01,4.866,0.253,28.61,-80.6,9.786,0.013,0,0.001,2.426e-5,2.913e4,4891.737,27.361,0.106,252.154,208.028,2.736,0.54,3.762e7,0,162.78,0.493,0.493,0.316,0.02,0.158,0.002,0.005,-4.397e-4,0,0,0,0,1.143e-5,0.023,16.129,204.317,87.821,0.013,1.994,1.842,792.62,332.415,0.05,0.093
10.014,2033.175,178.451,-15.316,178.517,15.318,46.211,0.008,46.211,0.01,4.855,0.197,28.61,-80.6,9.786,0.028,0,-9.46e-4,4.264e-6,2.913e4,4891.737,27.361,0.106,252.013,208.028,2.727,0.537,3.743e7,0,161.138,0.493,0.493,0.316,0.02,0.158,0.003,0.009,6.604e-5,0,0,0,0,-9.957e-6,0.023,16.129,204.317,87.803,0.01,1.904,1.784,791.759,332.38,0.05,0.094
10.064,2042.079,177.687,-15.262,177.753,15.263,46.453,0.008,46.453,0.01,4.846,0.171,28.61,-80.6,9.786,0.047,0,-7.607e-4,9.356e-6,2.913e4,4891.737,27.361,0.106,251.931,208.028,2.722,0.535,3.724e7,0,159.517,0.493,0.493,0.316,0.02,0.157,0.006,0.016,3.103e-4,0,0,0,0,-6.494e-6,0.023,16.129,204.317,87.787,0.01,1.875,1.726,790.902,332.345,0.05,0.094
10.114,2050.944,176.925,-15.207,176.991,15.208,46.695,0.008,46.695,0.01,4.838,0.16,28.61,-80.6,9.786,0.055,0,-4.881e-4,1.137e-5,2.913e4,4891.737,27.361,0.106,251.887,208.028,2.719,0.533,3.706e7,0,157.915,0.492,0.492,0.316,0.02,0.157,0.007,0.018,1.996e-4,0,0,0,0,-2.696e-6,0.023,16.129,204.317,87.776,0.011,1.864,1.669,790.049,332.31,0.05,0.095
10.164,2059.771,176.166,-15.153,176.232,15.153,46.937,0.008,46.937,0.01,4.83,0.158,28.61,-80.6,9.786,0.056,0,-2.516e-4,4.804e-6,2.913e4,4891.737,27.361,0.106,251.879,208.028,2.719,0.531,3.687e7,0,156.329,0.492,0.492,0.316,0.02,0.157,0.007,0.018,2.389e-4,0,0,0,0,-7.226e-7,0.023,16.129,204.317,87.769,0.013,1.862,1.611,789.199,332.275,0.05,0.095
10.214,2068.561,175.41,-15.1,175.476,15.1,47.178,0.008,47.178,0.01,4.823,0.128,28.61,-80.6,9.786,0.077,0,1.02e-4,6.262e-6,2.913e4,4891.737,27.361,0.106,251.781,208.028,2.713,0.528,3.669e7,0,154.755,0.492,0.492,0.316,0.019,0.156,0.009,0.025,4.183e-5,0,0,0,0,1.197e-7,0.022,16.129,204.317,87.768,0.016,1.777,1.554,788.353,332.241,0.05,0.095
10.264,2077.312,174.656,-15.046,174.723,15.046,47.419,0.009,47.419,0.01,4.816,0.14,28.61,-80.6,9.786,0.067,0,4.775e-4,6.913e-6,2.913e4,4891.737,27.361,0.106,251.819,208.028,2.715,0.526,3.651e7,0,153.2,0.491,0.491,0.316,0.019,0.156,0.008,0.022,-2.357e-4,0,0,0,0,2.649e-6,0.022,16.129,204.317,87.773,0.018,1.772,1.497,787.511,332.206,0.05,0.096
10.314,2086.026,173.905,-14.991,173.972,14.992,47.66,0.009,47.66,0.01,4.808,0.192,28.61,-80.6,9.786,0.025,0,6.741e-4,6.067e-6,2.913e4,4891.737,27.361,0.106,252.003,208.028,2.726,0.524,3.632e7,0,151.666,0.491,0.491,0.316,0.019,0.156,0.003,0.008,-3.779e-4,0,0,0,0,5.323e-6,0.022,16.129,204.317,87.784,0.022,1.847,1.441,786.672,332.172,0.05,0.096
10.364,2094.703,173.157,-14.938,173.224,14.939,47.9,0.009,47.9,0.011,4.798,0.221,28.61,-80.6,9.786,5.789e-4,0,-6.631e-4,3.347e-4,2.913e4,4891.737,27.361,0.106,251.176,208.028,2.675,0.522,3.614e7,0,150.146,0.491,0.491,0.316,0.019,0.155,7.037e-5,-2.296e-4,-9.67e-5,0,0,0,0,-5.196e-6,0.022,16.129,204.317,87.797,0.026,1.867,1.384,785.837,332.138,0.05,0.096
10.414,2103.342,172.412,-14.885,172.478,14.887,48.14,0.009,48.14,0.011,4.786,0.254,28.61,-80.6,9.786,0.029,0,-6.818e-4,8.135e-6,2.913e4,4891.737,27.361,0.106,251.919,208.028,2.721,0.52,3.596e7,0,148.641,0.491,0.491,0.316,0.019,0.155,0.004,0.009,1.341e-4,0,0,0,0,-5.541e-6,0.022,16.129,204.317,87.81,0.029,1.897,1.328,785.005,332.104,0.05,0.097
10.464,2111.944,171.669,-14.832,171.735,14.835,48.379,0.009,48.379,0.011,4.772,0.298,28.61,-80.6,9.786,0.067,0,-4.475e-4,1.162e-6,2.913e4,4891.737,27.361,0.106,251.765,208.028,2.712,0.517,3.578e7,0,147.156,0.49,0.49,0.316,0.019,0.155,0.008,0.023,3.102e-4,0,0,0,0,-2.407e-6,0.022,16.129,204.317,87.82,0.031,1.965,1.272,784.177,332.07,0.05,0.097
10.514,2120.509,170.928,-14.781,170.995,14.784,48.617,0.009,48.617,0.011,4.757,0.314,28.61,-80.6,9.786,0.083,0,-9.015e-5,4.739e-6,2.913e4,4891.737,27.361,0.106,251.69,208.028,2.707,0.515,3.561e7,0,145.682,0.49,0.49,0.317,0.019,0.155,0.01,0.027,3.517e-4,0,0,0,0,-9.854e-8,0.022,16.129,204.317,87.825,0.032,1.982,1.217,783.353,332.036,0.05,0.098
10.564,2129.037,170.191,-14.731,170.257,14.734,48.854,0.009,48.854,0.011,4.741,0.306,28.61,-80.599,9.786,0.078,0,3.05e-4,-1.778e-7,2.913e4,4891.737,27.361,0.106,251.701,208.028,2.708,0.513,3.543e7,0,144.219,0.49,0.49,0.317,0.019,0.154,0.01,0.026,1.942e-4,0,0,0,0,1.137e-6,0.022,16.129,204.317,87.823,0.032,1.962,1.161,782.532,332.003,0.05,0.098
10.614,2137.528,169.455,-14.682,169.521,14.684,49.091,0.009,49.091,0.011,4.726,0.281,28.61,-80.599,9.786,0.06,0,5.788e-4,-7.734e-7,2.913e4,4891.737,27.361,0.106,251.768,208.028,2.712,0.511,3.525e7,0,142.767,0.489,0.489,0.317,0.019,0.154,0.007,0.02,1.736e-4,0,0,0,0,4.133e-6,0.022,16.129,204.317,87.815,0.031,1.915,1.106,781.715,331.969,0.05,0.098
10.664,2145.983,168.722,-14.633,168.788,14.635,49.327,0.009,49.327,0.011,4.712,0.272,28.61,-80.599,9.786,0.053,0,8.805e-4,-4.253e-6,2.913e4,4891.737,27.361,0.106,251.792,208.028,2.713,0.509,3.507e7,0,141.335,0.489,0.489,0.317,0.019,0.154,0.006,0.018,-3.834e-4,0,0,0,0,9.646e-6,0.022,16.129,204.317,87.802,0.029,1.922,1.051,780.901,331.936,0.05,0.099
10.714,2154.4,167.992,-14.585,168.058,14.587,49.562,0.01,49.562,0.011,4.7,0.245,28.61,-80.599,9.786,0.032,0,0.001,-4.83e-6,2.913e4,4891.737,27.361,0.106,251.869,208.028,2.718,0.507,3.49e7,0,139.913,0.489,0.489,0.317,0.018,0.153,0.004,0.011,-2.031e-4,0,0,0,0,1.258e-5,0.022,16.129,204.317,87.785,0.028,1.892,0.996,780.09,331.903,0.05,0.099
10.764,2162.782,167.264,-14.536,167.33,14.538,49.797,0.01,49.797,0.011,4.687,0.272,28.61,-80.599,9.786,0.055,0,0.001,5.846e-7,2.913e4,4891.737,27.361,0.106,251.772,208.028,2.712,0.504,3.472e7,0,138.518,0.489,0.489,0.317,0.018,0.153,0.007,0.018,-3.342e-4,0,0,0,0,1.956e-5,0.021,16.129,204.317,87.764,0.026,2.005,0.942,779.284,331.87,0.05,0.099
10.814,2171.127,166.538,-14.489,166.604,14.491,50.031,0.01,50.031,0.011,4.673,0.246,28.61,-80.599,9.786,0.034,0,0.001,3.075e-6,2.913e4,4891.737,27.361,0.106,251.856,208.028,2.717,0.502,3.455e7,0,137.126,0.488,0.488,0.317,0.018,0.153,0.004,0.011,1.971e-5,0,0,0,0,2.656e-5,0.021,16.129,204.317,87.74,0.023,1.996,0.888,778.481,331.837,0.05,0.1
10.864,2179.436,165.815,-14.442,165.881,14.444,50.264,0.01,50.264,0.011,4.662,0.223,28.61,-80.599,9.786,0.014,0,0.001,7.882e-6,2.913e4,4891.737,27.361,0.106,251.942,208.028,2.723,0.5,3.438e7,0,135.749,0.488,0.488,0.317,0.018,0.153,0.002,0.005,1.216e-5,0,0,0,0,2.87e-5,0.021,16.129,204.317,87.714,0.021,1.998,0.834,777.681,331.804,0.05,0.1
10.914,2187.708,165.094,-14.395,165.16,14.397,50.497,0.01,50.497,0.011,4.65,0.235,28.61,-80.599,9.785,0.024,0,0.002,4.473e-6,2.913e4,4891.737,27.361,0.106,251.894,208.028,2.72,0.498,3.421e7,0,134.392,0.488,0.488,0.317,0.018,0.152,0.003,0.008,1.727e-4,0,0,0,0,3.48e-5,0.021,16.129,204.317,87.686,0.02,2.093,0.78,776.884,331.772,0.05,0.101
10.964,2195.945,164.376,-14.351,164.441,14.352,50.729,0.01,50.729,0.012,4.64,0.182,28.61,-80.599,9.785,0.023,0,-0.002,2.463e-6,2.913e4,4891.737,27.361,0.106,251.884,208.028,2.719,0.496,3.403e7,0,133.037,0.487,0.487,0.317,0.018,0.152,0.003,0.007,3.412e-4,0,0,0,0,-3.472e-5,0.021,16.129,204.317,87.656,0.02,2.022,0.726,776.092,331.739,0.05,0.101
11.014,2204.146,163.659,-14.307,163.725,14.308,50.961,0.01,50.961,0.012,4.632,0.128,28.61,-80.599,9.785,0.071,0,-0.001,5.718e-6,2.913e4,4891.737,27.361,0.106,251.669,208.028,2.706,0.494,3.386e7,0,131.697,0.487,0.487,0.318,0.018,0.152,0.009,0.023,1.79e-4,0,0,0,0,-2.685e-5,0.021,16.129,204.317,87.628,0.02,1.943,0.673,775.302,331.707,0.05,0.101
11.064,2212.311,162.945,-14.263,163.01,14.263,51.192,0.01,51.192,0.012,4.627,0.095,28.61,-80.599,9.785,0.101,0,-0.001,5.803e-6,2.913e4,4891.737,27.361,0.106,251.534,208.028,2.697,0.492,3.369e7,0,130.373,0.487,0.487,0.318,0.018,0.151,0.012,0.033,1.66e-4,0,0,0,0,-1.511e-5,0.021,16.129,204.317,87.606,0.02,1.9,0.62,774.516,331.675,0.05,0.102
11.114,2220.441,162.233,-14.218,162.299,14.219,51.424,0.011,51.424,0.012,4.622,0.085,28.61,-80.599,9.785,0.11,0,-6.073e-4,-2.16e-6,2.913e4,4891.737,27.361,0.106,251.486,208.028,2.694,0.49,3.352e7,0,129.062,0.487,0.487,0.318,0.018,0.151,0.013,0.036,2.441e-4,0,0,0,0,-4.964e-6,0.021,16.129,204.317,87.59,0.02,1.891,0.567,773.734,331.643,0.05,0.102
11.164,2228.534,161.523,-14.173,161.589,14.173,51.655,0.011,51.655,0.012,4.617,0.107,28.61,-80.599,9.785,0.09,0,-2.18e-4,1.514e-7,2.913e4,4891.737,27.361,0.106,251.566,208.028,2.699,0.487,3.335e7,0,127.766,0.486,0.486,0.318,0.018,0.151,0.011,0.029,-4.818e-4,0,0,0,0,-6.45e-7,0.021,16.129,204.317,87.583,0.02,1.947,0.515,772.955,331.611,0.05,0.102
11.214,2236.593,160.815,-14.128,160.882,14.128,51.885,0.011,51.885,0.012,4.612,0.125,28.61,-80.599,9.785,0.073,0,1.228e-4,1.855e-6,2.913e4,4891.737,27.361,0.106,251.633,208.028,2.703,0.485,3.319e7,0,126.481,0.486,0.486,0.318,0.018,0.151,0.009,0.024,-3.267e-4,0,0,0,0,2.064e-7,0.021,16.129,204.317,87.583,0.022,1.974,0.462,772.179,331.579,0.05,0.103
11.264,2244.616,160.11,-14.083,160.176,14.084,52.116,0.011,52.116,0.012,4.605,0.148,28.61,-80.599,9.785,0.05,0,3.627e-4,1.951e-6,2.913e4,4891.737,27.361,0.106,251.726,208.028,2.709,0.483,3.302e7,0,125.209,0.486,0.486,0.318,0.018,0.15,0.006,0.016,1.851e-5,0,0,0,0,1.817e-6,0.021,16.129,204.317,87.587,0.023,2.003,0.41,771.407,331.547,0.05,0.103
11.314,2252.604,159.407,-14.039,159.473,14.04,52.346,0.011,52.346,0.012,4.597,0.17,28.61,-80.599,9.785,0.028,0,5.227e-4,5.649e-6,2.913e4,4891.737,27.361,0.106,251.82,208.028,2.715,0.481,3.285e7,0,123.949,0.486,0.486,0.318,0.017,0.15,0.003,0.009,3.192e-4,0,0,0,0,3.808e-6,0.02,16.129,204.317,87.595,0.025,2.021,0.358,770.638,331.516,0.05,0.103
11.364,2260.557,158.706,-13.995,158.773,13.996,52.576,0.011,52.576,0.012,4.588,0.2,28.61,-80.599,9.785,0.004,0,-5.631e-4,2.524e-5,2.913e4,4891.737,27.361,0.106,251.792,208.028,2.713,0.479,3.269e7,0,122.703,0.485,0.485,0.318,0.017,0.15,4.593e-4,0.001,-1.748e-4,0,0,0,0,-4.458e-6,0.02,16.129,204.317,87.605,0.027,2.061,0.306,769.873,331.485,0.05,0.104
11.414,2268.475,158.008,-13.952,158.074,13.953,52.805,0.011,52.805,0.012,4.577,0.217,28.61,-80.599,9.785,0.023,0,-5.082e-4,1.048e-6,2.913e4,4891.737,27.361,0.106,251.8,208.028,2.714,0.477,3.252e7,0,121.467,0.485,0.485,0.318,0.017,0.15,0.003,0.008,1.575e-4,0,0,0,0,-3.664e-6,0.02,16.129,204.317,87.615,0.028,2.067,0.255,769.11,331.453,0.05,0.104
11.464,2276.358,157.311,-13.908,157.377,13.911,53.033,0.012,53.033,0.012,4.566,0.25,28.61,-80.599,9.785,0.056,0,-3.967e-4,-4.367e-6,2.913e4,4891.737,27.361,0.106,251.654,208.028,2.705,0.475,3.236e7,0,120.246,0.485,0.485,0.318,0.017,0.149,0.007,0.019,-3.772e-5,0,0,0,0,-2.252e-6,0.02,16.129,204.317,87.623,0.03,2.119,0.204,768.352,331.422,0.05,0.104
11.514,2284.206,156.617,-13.865,156.683,13.868,53.261,0.012,53.261,0.013,4.552,0.298,28.61,-80.599,9.785,0.106,0,-1.856e-5,7.343e-7,2.913e4,4891.737,27.361,0.106,251.436,208.028,2.691,0.473,3.22e7,0,119.044,0.485,0.485,0.318,0.017,0.149,0.013,0.035,4.922e-4,0,0,0,0,0,0.02,16.129,204.317,87.627,0.032,2.231,0.153,767.596,331.391,0.05,0.105
11.564,2292.019,155.925,-13.825,155.991,13.827,53.488,0.012,53.488,0.013,4.537,0.265,28.61,-80.599,9.785,0.077,0,3.05e-4,-7.453e-6,2.913e4,4891.737,27.361,0.106,251.553,208.028,2.699,0.471,3.203e7,0,117.834,0.484,0.484,0.318,0.017,0.149,0.009,0.025,-4.736e-4,0,0,0,0,1.355e-6,0.02,16.129,204.317,87.624,0.033,2.14,0.102,766.844,331.361,0.05,0.105
11.614,2299.798,155.234,-13.785,155.3,13.787,53.715,0.012,53.715,0.013,4.525,0.236,28.61,-80.599,9.785,0.05,0,5.326e-4,-6.256e-6,2.913e4,4891.737,27.361,0.106,251.655,208.028,2.705,0.469,3.187e7,0,116.637,0.484,0.484,0.319,0.017,0.149,0.006,0.017,2.885e-4,0,0,0,0,4.169e-6,0.02,16.129,204.317,87.617,0.034,2.071,0.051,766.095,331.33,0.05,0.105
11.664,2307.543,154.546,-13.745,154.612,13.746,53.941,0.012,53.941,0.013,4.514,0.226,28.61,-80.599,9.785,0.041,0,6.952e-4,-9.13e-6,2.913e4,4891.737,27.361,0.106,251.68,208.028,2.706,0.467,3.171e7,0,115.457,0.484,0.484,0.319,0.017,0.148,0.005,0.013,2.724e-4,0,0,0,0,7.166e-6,0.02,16.129,204.317,87.605,0.034,2.06,9.718e-4,765.35,331.299,0.05,0.106
11.714,2315.253,153.86,-13.704,153.926,13.706,54.166,0.012,54.166,0.013,4.502,0.236,28.61,-80.599,9.785,0.052,0,8.612e-4,-7.799e-6,2.913e4,4891.737,27.361,0.106,251.626,208.028,2.703,0.465,3.155e7,0,114.293,0.484,0.484,0.319,0.017,0.148,0.006,0.017,1.366e-4,0,0,0,0,1.109e-5,0.02,16.129,204.317,87.591,0.035,2.111,-0.049,764.608,331.269,0.05,0.106
11.764,2322.929,153.176,-13.663,153.242,13.666,54.391,0.012,54.391,0.013,4.49,0.266,28.61,-80.599,9.785,0.084,0,0.001,-1.165e-5,2.913e4,4891.737,27.361,0.106,251.491,208.028,2.695,0.463,3.139e7,0,113.146,0.483,0.483,0.319,0.017,0.148,0.01,0.027,7.79e-5,0,0,0,0,1.836e-5,0.02,16.129,204.317,87.574,0.036,2.227,-0.099,763.869,331.239,0.05,0.106
11.814,2330.571,152.494,-13.624,152.559,13.627,54.615,0.012,54.615,0.013,4.476,0.275,28.61,-80.599,9.785,0.094,0,0.001,-4.858e-6,2.913e4,4891.737,27.361,0.106,251.443,208.028,2.692,0.461,3.123e7,0,112.005,0.483,0.483,0.319,0.017,0.148,0.011,0.03,3.425e-4,0,0,0,0,3.343e-5,0.02,16.129,204.317,87.551,0.036,2.299,-0.149,763.133,331.209,0.05,0.107
11.864,2338.178,151.813,-13.587,151.879,13.589,54.839,0.013,54.839,0.013,4.463,0.207,28.61,-80.599,9.785,0.024,0,0.002,-2.765e-5,2.913e4,4891.737,27.361,0.106,251.706,208.028,2.708,0.459,3.107e7,0,110.859,0.483,0.483,0.319,0.017,0.147,0.003,0.007,-2.128e-4,0,0,0,0,4.298e-5,0.019,16.129,204.317,87.522,0.035,2.169,-0.198,762.401,331.179,0.05,0.107
11.914,2345.752,151.135,-13.55,151.201,13.551,55.062,0.013,55.062,0.013,4.455,0.158,28.61,-80.599,9.785,0.028,0,-0.002,-2.529e-5,2.913e4,4891.737,27.361,0.106,251.751,208.028,2.711,0.457,3.091e7,0,109.729,0.483,0.483,0.319,0.017,0.147,0.003,0.009,-3.513e-4,0,0,0,0,-4.058e-5,0.019,16.129,204.317,87.492,0.033,2.09,-0.247,761.672,331.149,0.05,0.107
11.964,2353.292,150.458,-13.512,150.524,13.513,55.284,0.013,55.284,0.013,4.447,0.168,28.61,-80.599,9.785,0.018,0,-0.002,-2.262e-5,2.913e4,4891.737,27.361,0.106,251.791,208.028,2.713,0.455,3.075e7,0,108.62,0.483,0.483,0.319,0.017,0.147,0.002,0.006,-6.688e-5,0,0,0,0,-3.826e-5,0.019,16.129,204.317,87.463,0.031,2.173,-0.296,760.946,331.119,0.05,0.108
12.014,2360.798,149.784,-13.475,149.849,13.475,55.506,0.013,55.506,0.013,4.438,0.156,28.61,-80.599,9.785,0.031,0,-0.001,-1.396e-5,2.913e4,4891.737,27.361,0.106,251.711,208.028,2.708,0.453,3.06e7,0,107.518,0.482,0.482,0.319,0.016,0.147,0.004,0.01,8.371e-5,0,0,0,0,-3.522e-5,0.019,16.129,204.317,87.436,0.028,2.189,-0.345,760.224,331.09,0.05,0.108
